#,StackOverflow Id,Classification,URL
125,26084176,Optimise thread conf.,https://stackoverflow.com/questions/26084176
126,29817755,Host transfer,https://stackoverflow.com/questions/29817755
127,18314248,Optimise thread conf.,https://stackoverflow.com/questions/18314248
128,7322810,Manage memory spaces,https://stackoverflow.com/questions/7322810
129,41441692,Data races,https://stackoverflow.com/questions/41441692
130,6913206,Other,https://stackoverflow.com/questions/6913206
131,11656791,Host transfer,https://stackoverflow.com/questions/11656791
132,33842543,Setup,https://stackoverflow.com/questions/33842543
133,30261859,Data types,https://stackoverflow.com/questions/30261859
134,14406364,Data types,https://stackoverflow.com/questions/14406364
135,8015428,Memory performance,https://stackoverflow.com/questions/8015428
136,46311667,Memory performance,https://stackoverflow.com/questions/46311667
137,23146742,Non GPGPU,https://stackoverflow.com/questions/23146742
138,6499036,Basics,https://stackoverflow.com/questions/6499036
139,33523133,Host transfer,https://stackoverflow.com/questions/33523133
140,21768591,Non GPGPU,https://stackoverflow.com/questions/21768591
141,28904114,Data types,https://stackoverflow.com/questions/28904114
142,57756182,Non GPGPU,https://stackoverflow.com/questions/57756182
143,53802450,Memory performance,https://stackoverflow.com/questions/53802450
144,57940834,Data races,https://stackoverflow.com/questions/57940834
145,19027934,Performance,https://stackoverflow.com/questions/19027934
146,43156930,Host transfer,https://stackoverflow.com/questions/43156930
147,60311408,Sparse Matrices,https://stackoverflow.com/questions/60311408
148,7641817,Non GPGPU,https://stackoverflow.com/questions/7641817
149,53926749,Non GPGPU,https://stackoverflow.com/questions/53926749
150,3877467,General Bug,https://stackoverflow.com/questions/3877467
151,18471170,Performance,https://stackoverflow.com/questions/18471170
152,16899237,How to do algorithm,https://stackoverflow.com/questions/16899237
153,11570941,Tooling,https://stackoverflow.com/questions/11570941
154,31316687,Non GPGPU,https://stackoverflow.com/questions/31316687
155,12167514,Memory performance,https://stackoverflow.com/questions/12167514
156,5300910,Tooling,https://stackoverflow.com/questions/5300910
157,47794843,OpenGL,https://stackoverflow.com/questions/47794843
158,28444568,Non GPGPU,https://stackoverflow.com/questions/28444568
159,27106752,Data races,https://stackoverflow.com/questions/27106752
160,38682005,Tooling,https://stackoverflow.com/questions/38682005
161,54982083,How to do algorithm,https://stackoverflow.com/questions/54982083
162,40921343,Non GPGPU,https://stackoverflow.com/questions/40921343
163,55247096,Setup,https://stackoverflow.com/questions/55247096
164,27253434,Profiling,https://stackoverflow.com/questions/27253434
165,38658129,OpenGL,https://stackoverflow.com/questions/38658129
166,1694549,Other,https://stackoverflow.com/questions/1694549
167,19755924,Non GPGPU,https://stackoverflow.com/questions/19755924
168,58235018,Setup,https://stackoverflow.com/questions/58235018
169,5694383,Manage memory spaces,https://stackoverflow.com/questions/5694383
170,5204687,Tooling,https://stackoverflow.com/questions/5204687
171,29978457,Memory Bug,https://stackoverflow.com/questions/29978457
172,36608199,Bug in dependency,https://stackoverflow.com/questions/36608199
173,43307620,Incorrect thread conf.,https://stackoverflow.com/questions/43307620
174,4383855,Performance,https://stackoverflow.com/questions/4383855
175,47637048,Memory performance,https://stackoverflow.com/questions/47637048
176,23826260,Non GPGPU,https://stackoverflow.com/questions/23826260
177,23106643,General Bug,https://stackoverflow.com/questions/23106643
178,33214334,Performance,https://stackoverflow.com/questions/33214334
179,27270266,How to do algorithm,https://stackoverflow.com/questions/27270266
180,33092509,Setup,https://stackoverflow.com/questions/33092509
181,18357265,Setup,https://stackoverflow.com/questions/18357265
182,37283178,Memory transfer bug,https://stackoverflow.com/questions/37283178
183,16282698,Tooling,https://stackoverflow.com/questions/16282698
184,52831366,Setup,https://stackoverflow.com/questions/52831366
185,20276112,Tooling,https://stackoverflow.com/questions/20276112
186,36365745,Setup,https://stackoverflow.com/questions/36365745
187,56314756,Manage memory spaces,https://stackoverflow.com/questions/56314756
188,20086047,Incorrect thread conf.,https://stackoverflow.com/questions/20086047
189,23364524,Bug in dependency,https://stackoverflow.com/questions/23364524
190,34670989,Tooling,https://stackoverflow.com/questions/34670989
191,46350485,OpenGL,https://stackoverflow.com/questions/46350485
192,59735926,Removed,https://stackoverflow.com/questions/59735926
193,27925979,How to do algorithm,https://stackoverflow.com/questions/27925979
194,23391914,Higher level patterns,https://stackoverflow.com/questions/23391914
195,6551326,Multi GPU,https://stackoverflow.com/questions/6551326
196,16138688,Threads – general,https://stackoverflow.com/questions/16138688
197,14818250,Host transfer,https://stackoverflow.com/questions/14818250
198,27563236,Threads – general,https://stackoverflow.com/questions/27563236
199,29139598,Data types,https://stackoverflow.com/questions/29139598
200,31753304,Non GPGPU,https://stackoverflow.com/questions/31753304
201,27761841,Tooling,https://stackoverflow.com/questions/27761841
202,13177214,Setup,https://stackoverflow.com/questions/13177214
203,7184312,Performance,https://stackoverflow.com/questions/7184312
204,12946996,Tooling,https://stackoverflow.com/questions/12946996
205,36498053,Tooling,https://stackoverflow.com/questions/36498053
206,16214101,Optimizing Kernel Launches,https://stackoverflow.com/questions/16214101
207,39264285,How to do algorithm,https://stackoverflow.com/questions/39264285
208,14789149,General Bug,https://stackoverflow.com/questions/14789149
209,20748247,Non GPGPU,https://stackoverflow.com/questions/20748247
210,8481495,Tooling,https://stackoverflow.com/questions/8481495
211,11178506,Manage memory spaces,https://stackoverflow.com/questions/11178506
212,29560921,Memory Bug,https://stackoverflow.com/questions/29560921
213,36074572,Higher level patterns,https://stackoverflow.com/questions/36074572
214,37944564,Bug in dependency,https://stackoverflow.com/questions/37944564
215,7703443,Synchronization,https://stackoverflow.com/questions/7703443
216,38041148,Hardware capebiliies,https://stackoverflow.com/questions/38041148
217,54236265,Setup,https://stackoverflow.com/questions/54236265
218,56631340,Removed,https://stackoverflow.com/questions/56631340
219,50741494,Optimizing Kernel Launches,https://stackoverflow.com/questions/50741494
220,13988603,How to do algorithm,https://stackoverflow.com/questions/13988603
221,19670489,Tooling,https://stackoverflow.com/questions/19670489
222,23726255,How to do algorithm,https://stackoverflow.com/questions/23726255
223,9140923,Hardware capebiliies,https://stackoverflow.com/questions/9140923
224,8404411,Optimizing Kernel Launches,https://stackoverflow.com/questions/8404411
225,34817236,Tooling,https://stackoverflow.com/questions/34817236
226,13744109,Threads – general,https://stackoverflow.com/questions/13744109
227,39876785,Memory performance,https://stackoverflow.com/questions/39876785
228,21456232,How to do algorithm,https://stackoverflow.com/questions/21456232
229,15266654,How to do algorithm,https://stackoverflow.com/questions/15266654
230,44663971,OpenGL,https://stackoverflow.com/questions/44663971
231,11890955,How to do algorithm,https://stackoverflow.com/questions/11890955
232,38528917,Tooling,https://stackoverflow.com/questions/38528917
233,2326508,Performance,https://stackoverflow.com/questions/2326508
234,4870062,Tooling,https://stackoverflow.com/questions/4870062
235,3052661,Data types,https://stackoverflow.com/questions/3052661
236,50317769,Tooling,https://stackoverflow.com/questions/50317769
237,20953729,How to do algorithm,https://stackoverflow.com/questions/20953729
238,12740133,Data races,https://stackoverflow.com/questions/12740133
239,53877735,Setup,https://stackoverflow.com/questions/53877735
240,6601140,Performance,https://stackoverflow.com/questions/6601140
241,30634312,Threads – general,https://stackoverflow.com/questions/30634312
242,5972033,Multi GPU,https://stackoverflow.com/questions/5972033
243,23128652,Data types,https://stackoverflow.com/questions/23128652
244,44574692,Memory transfer bug,https://stackoverflow.com/questions/44574692
245,4391053,Memory performance,https://stackoverflow.com/questions/4391053
246,46442330,Setup,https://stackoverflow.com/questions/46442330
247,45078951,Optimizing Kernel Launches,https://stackoverflow.com/questions/45078951
248,10932497,Threads – general,https://stackoverflow.com/questions/10932497
249,4255737,How to do algorithm,https://stackoverflow.com/questions/4255737
250,32382292,Memory performance,https://stackoverflow.com/questions/32382292
251,26467806,Manage memory spaces,https://stackoverflow.com/questions/26467806
252,28931237,Setup,https://stackoverflow.com/questions/28931237
253,15168052,General Bug,https://stackoverflow.com/questions/15168052
254,26130255,Thread divergence,https://stackoverflow.com/questions/26130255
255,47259868,Out of bounds,https://stackoverflow.com/questions/47259868
256,37149344,How to do algorithm,https://stackoverflow.com/questions/37149344
257,41537036,Performance,https://stackoverflow.com/questions/41537036
258,22463314,Tooling,https://stackoverflow.com/questions/22463314
259,11673154,Multi GPU,https://stackoverflow.com/questions/11673154
260,50717306,Setup,https://stackoverflow.com/questions/50717306
261,14115901,Setup,https://stackoverflow.com/questions/14115901
262,23204271,OpenGL,https://stackoverflow.com/questions/23204271
263,26661842,Host transfer,https://stackoverflow.com/questions/26661842
264,26797226,Other,https://stackoverflow.com/questions/26797226
265,6581466,How to do algorithm,https://stackoverflow.com/questions/6581466
266,13594392,Setup,https://stackoverflow.com/questions/13594392
267,49949789,Manage memory spaces,https://stackoverflow.com/questions/49949789
268,40748045,Manage memory spaces,https://stackoverflow.com/questions/40748045
269,29424148,Data races,https://stackoverflow.com/questions/29424148
270,26362704,Manage memory spaces,https://stackoverflow.com/questions/26362704
271,31743225,Setup,https://stackoverflow.com/questions/31743225
272,4081621,Profiling,https://stackoverflow.com/questions/4081621
273,17131415,Other,https://stackoverflow.com/questions/17131415
274,53394688,Performance,https://stackoverflow.com/questions/53394688
275,29691560,Setup,https://stackoverflow.com/questions/29691560
276,57132770,Incorrect thread conf.,https://stackoverflow.com/questions/57132770
277,32454143,Profiling,https://stackoverflow.com/questions/32454143
278,14236761,Setup,https://stackoverflow.com/questions/14236761
279,25073075,Data types,https://stackoverflow.com/questions/25073075
280,8350371,Non GPGPU,https://stackoverflow.com/questions/8350371
281,29184917,Tooling,https://stackoverflow.com/questions/29184917
282,19860976,Non GPGPU,https://stackoverflow.com/questions/19860976
283,38737279,Host transfer,https://stackoverflow.com/questions/38737279
284,37161647,OpenGL,https://stackoverflow.com/questions/37161647
285,26417475,Memory performance,https://stackoverflow.com/questions/26417475
286,26417475,Optimise thread conf.,https://stackoverflow.com/questions/26417475
287,60290094,Host transfer,https://stackoverflow.com/questions/60290094
288,17896919,Tooling,https://stackoverflow.com/questions/17896919
289,6085061,OpenGL,https://stackoverflow.com/questions/6085061
290,253211,Non GPGPU,https://stackoverflow.com/questions/253211
291,25065982,How to do algorithm,https://stackoverflow.com/questions/25065982
292,57393148,Basics,https://stackoverflow.com/questions/57393148
293,52525199,Non GPGPU,https://stackoverflow.com/questions/52525199
294,1940741,Tooling,https://stackoverflow.com/questions/1940741
295,25865374,Performance,https://stackoverflow.com/questions/25865374
296,25361980,Setup,https://stackoverflow.com/questions/25361980
297,33172052,Tooling,https://stackoverflow.com/questions/33172052
298,17875843,Hardware capebiliies,https://stackoverflow.com/questions/17875843
299,10158212,Data races,https://stackoverflow.com/questions/10158212
300,12783857,Tooling,https://stackoverflow.com/questions/12783857
301,52306176,Memory performance,https://stackoverflow.com/questions/52306176
302,51743879,Basics,https://stackoverflow.com/questions/51743879
303,49638569,Manage memory spaces,https://stackoverflow.com/questions/49638569
304,52342824,Setup,https://stackoverflow.com/questions/52342824
305,48372046,Data races,https://stackoverflow.com/questions/48372046
306,7134419,Tooling,https://stackoverflow.com/questions/7134419
307,28638010,Host transfer,https://stackoverflow.com/questions/28638010
308,13915622,Host transfer,https://stackoverflow.com/questions/13915622
309,14082964,Manage memory spaces,https://stackoverflow.com/questions/14082964
310,1071379,Data races,https://stackoverflow.com/questions/1071379
311,58577918,Optimizing Kernel Launches,https://stackoverflow.com/questions/58577918
312,15851663,Tooling,https://stackoverflow.com/questions/15851663
313,21073388,Synchronization,https://stackoverflow.com/questions/21073388
314,52835760,Basics,https://stackoverflow.com/questions/52835760
315,23875514,Out of bounds,https://stackoverflow.com/questions/23875514
316,9461287,Basics,https://stackoverflow.com/questions/9461287
317,6873037,Non GPGPU,https://stackoverflow.com/questions/6873037
318,45293580,Other,https://stackoverflow.com/questions/45293580
319,6689391,Other,https://stackoverflow.com/questions/6689391
320,6445109,Other,https://stackoverflow.com/questions/6445109
321,7460007,Performance,https://stackoverflow.com/questions/7460007
322,10917421,Other,https://stackoverflow.com/questions/10917421
323,21170154,Basics,https://stackoverflow.com/questions/21170154
324,35313300,Profiling,https://stackoverflow.com/questions/35313300
325,20852279,Limitation,https://stackoverflow.com/questions/20852279
326,20852279,Duplicated,https://stackoverflow.com/questions/20852279
327,14198899,Other,https://stackoverflow.com/questions/14198899
328,34250283,Tooling,https://stackoverflow.com/questions/34250283
329,6344590,Manage memory spaces,https://stackoverflow.com/questions/6344590
330,25230703,How to do algorithm,https://stackoverflow.com/questions/25230703
331,45181129,How to do algorithm,https://stackoverflow.com/questions/45181129
332,57302414,Setup,https://stackoverflow.com/questions/57302414
333,33811042,Tooling,https://stackoverflow.com/questions/33811042
334,36139078,Hardware capebiliies,https://stackoverflow.com/questions/36139078
335,4866065,Barrier divergence,https://stackoverflow.com/questions/4866065
336,17046307,How to do algorithm,https://stackoverflow.com/questions/17046307
337,13326359,Data types,https://stackoverflow.com/questions/13326359
338,19925046,General Bug,https://stackoverflow.com/questions/19925046
339,15179430,Setup,https://stackoverflow.com/questions/15179430
340,41160594,Other,https://stackoverflow.com/questions/41160594
341,34098500,Setup,https://stackoverflow.com/questions/34098500
342,46919462,Tooling,https://stackoverflow.com/questions/46919462
343,38758340,Hardware capebiliies,https://stackoverflow.com/questions/38758340
344,28050376,Setup,https://stackoverflow.com/questions/28050376
345,42829188,Tooling,https://stackoverflow.com/questions/42829188
346,20730217,Manage memory spaces,https://stackoverflow.com/questions/20730217
347,20761065,Data races,https://stackoverflow.com/questions/20761065
348,38404455,Optimizing Kernel Launches,https://stackoverflow.com/questions/38404455
349,40695455,Setup,https://stackoverflow.com/questions/40695455
350,14284964,Data types,https://stackoverflow.com/questions/14284964
351,5720753,Tooling,https://stackoverflow.com/questions/5720753
352,58610020,Tooling,https://stackoverflow.com/questions/58610020
353,48904591,Higher level patterns,https://stackoverflow.com/questions/48904591
354,12778463,How to do algorithm,https://stackoverflow.com/questions/12778463
355,8073049,Non GPGPU,https://stackoverflow.com/questions/8073049
356,9056548,Bug in dependency,https://stackoverflow.com/questions/9056548
357,40890594,Basics,https://stackoverflow.com/questions/40890594
358,51745761,Hardware capebiliies,https://stackoverflow.com/questions/51745761
359,11290080,General Bug,https://stackoverflow.com/questions/11290080
360,48199761,Tooling,https://stackoverflow.com/questions/48199761
361,24746221,Non GPGPU,https://stackoverflow.com/questions/24746221
362,10557816,Tooling,https://stackoverflow.com/questions/10557816
363,47033481,Setup,https://stackoverflow.com/questions/47033481
364,55819758,Limitation,https://stackoverflow.com/questions/55819758
365,12650074,How to do algorithm,https://stackoverflow.com/questions/12650074
366,21128335,CUDA memcheck,https://stackoverflow.com/questions/21128335
367,34053806,Setup,https://stackoverflow.com/questions/34053806
368,13676102,Profiling,https://stackoverflow.com/questions/13676102
369,17080481,Performance,https://stackoverflow.com/questions/17080481
370,38493464,Performance,https://stackoverflow.com/questions/38493464
371,16689918,Tooling,https://stackoverflow.com/questions/16689918
372,5249158,Other,https://stackoverflow.com/questions/5249158
373,13245258,Non GPGPU,https://stackoverflow.com/questions/13245258
374,7979025,Tooling,https://stackoverflow.com/questions/7979025
375,14700733,Setup,https://stackoverflow.com/questions/14700733
376,6141588,General Bug,https://stackoverflow.com/questions/6141588
377,10204494,Setup,https://stackoverflow.com/questions/10204494
378,12798503,Memory performance,https://stackoverflow.com/questions/12798503
379,13326359,General Bug,https://stackoverflow.com/questions/13326359
380,20990857,How to do algorithm,https://stackoverflow.com/questions/20990857
381,5939053,Performance,https://stackoverflow.com/questions/5939053
382,17152434,How to do algorithm,https://stackoverflow.com/questions/17152434
